ADDITIONAL_TEXT;ID_LANGUAGE;PARAMETER_NUMBER;ERROR_TEXT;INVOKE_TYPE
clc.BD_correctly_configured_channel;5;3;Configuration failed for BD %2% channel %3% in CLC %1%.;clc
clc.BD_failed_configured_channel;1;3;El canal %3% de la BD %2% conectada al CLC %1% NO fue correctamente configurado.;clc
clc.BD_failed_configured_channel;5;3;Configuration failed for BD %2% Channel %3% in CLC %1%.;clc
clc.BD_incorrect_version_telegram_channel;1;3;Versión del telegrama incorrecta del canal %3% de la BD %2% conectada al CLC %1%.;clc
clc.BD_incorrect_version_telegram_channel;5;3;Incorrect version of telegram in the BD %2% Channel %3% connected to CLC %1%.;clc
clc.BD_not_respond_change_mode;1;3;El canal %3% de la BD %2% conectada al CLC %1% no responde a un cambio de modo.;clc
clc.BD_not_respond_change_mode;5;3;BD %2% Channel %3% connected to CLC %1% does not respond a change of mode.;clc
clc.BD_phase_ACT_TEL_DOWNLOAD;1;2;CLC %1% - BD %2% está en la fase: Activación de la carga de telegramas en segundo plano.;clc
clc.BD_phase_ACT_TEL_DOWNLOAD;5;2;CLC %1% - BD %2% phase is: Activation of telegrams downloaded in background.;clc
clc.BD_phase_BACKGRD_TEL_UPDATE;1;2;CLC %1% - BD %2% está en la fase: Actualización de telegramas cargados en segundo plano.;clc
clc.BD_phase_BACKGRD_TEL_UPDATE;5;2;CLC %1% - BD %2% phase is: Background telegram update.;clc
clc.BD_phase_CANCEL_CONF_PROCESS;1;2;CLC %1% - BD %2% está en la fase: Cancelación del proceso de configuración en curso.;clc
clc.BD_phase_CANCEL_CONF_PROCESS;5;2;CLC %1% - BD %2% phase is: Cancellation of current configuration process.;clc
clc.BD_phase_CONTACTING_BD;1;2;CLC %1% - BD %2% está en la fase: Contactando BD.;clc
clc.BD_phase_CONTACTING_BD;5;2;CLC %1% - BD %2% phase is: Contacting BD.;clc
clc.BD_phase_CHECK_TEL_DOWNLOAD;1;2;CLC %1% - BD %2% está en la fase: Comprobando telegramas cargados en segundo plano.;clc
clc.BD_phase_CHECK_TEL_DOWNLOAD;5;2;CLC %1% - BD %2% phase is: Checking telegrams downloaded in background.;clc
clc.BD_phase_ERROR_UPLOAD;1;2;CLC %1% - BD %2% está en la fase: Error al cargar.;clc
clc.BD_phase_ERROR_UPLOAD;5;2;CLC %1% - BD %2% phase is: Error upload.;clc
clc.BD_phase_IDLE_PHASE;1;2;CLC %1% - BD %2% está en la fase: Sin hacer nada.;clc
clc.BD_phase_IDLE_PHASE;5;2;CLC %1% - BD %2% phase is: Idle.;clc
clc.BD_phase_INIT_TEL_DOWNLOAD;1;2;CLC %1% - BD %2% está en la fase: Inicio de la carga de telegramas.;clc
clc.BD_phase_INIT_TEL_DOWNLOAD;5;2;CLC %1% - BD %2% phase is: Initial telegram download.;clc
clc.BD_status_ALIVE;1;3;La BD %2% Canal %3% conectada al CLC %1% ha cambiado a ACTIVO.;clc
clc.BD_status_ALIVE;5;3;BD %2% Channel %3% connected to CLC %1% has changed to ALIVE.;clc
clc.BD_status_CONTACTED;1;3;La BD %2% Canal %3% conectada al CLC %1% ha cambiado a CONECTADO.;clc
clc.BD_status_CONTACTED;5;3;BD %2% Channel %3% connected to CLC %1% has changed to CONTACTED.;clc
clc.BD_status_DOWNLOADING;1;3;La BD %2% Canal %3% conectada al CLC %1% ha cambiado a DESCARGANDO.;clc
clc.BD_status_DOWNLOADING;5;3;BD %2% Channel %3% connected to CLC %1% has changed to DOWNLOADING.;clc
clc.BD_status_MISSING;1;3;La BD %2% Canal %3% conectada al CLC %1% está SIN CONEXIÓN.;clc
clc.BD_status_MISSING;5;3;BD %2% Channel %3% connected to CLC %1% has changed to MISSING.;clc
clc.BD_status_SHUTDOWN;1;3;La BD %2% Canal %3% conectada al CLC %1% ha cambiado a ERROR CRÍTICO.;clc
clc.BD_status_SHUTDOWN;5;3;BD %2% Channel %3% connected to CLC %1% has changed to SHUTDOWN.;clc
clc.BD_status_UPLOADING;1;3;La BD %2% Canal %3% conectada al CLC %1% ha cambiado a CARGANDO.;clc
clc.BD_status_UPLOADING;5;3;BD %2% Channel %3% connected to CLC %1% has changed to UPLOADING.;clc
clc.BD_telegram_sw;1;4;La versión del telegrama del canal %3% de la BD %2% conectada al CLC %1% es %4%.;clc
clc.BD_telegram_sw;5;4;The telegram version of the BD %2% Channel %3% connected to CLC %1% is %4%.;clc
clc.BD_version_sw;1;4;La versión del software del canal %3% de la BD %2% conectada al CLC %1% es %4%.;clc
clc.BD_version_sw;5;4;The software version of the BD %2% Channel %3% connected to CLC %1% is %4%.;clc
clc.CAN_redundancy_of_BD_changed;1;4;CLC %1% - Redundancia CAN de BD cambiada  (BD %2%, máscara actual de la réplica %3%, máscara previa de la réplica %4%).;clc
clc.CAN_redundancy_of_BD_changed;5;4;CLC %1% - CAN redundancy of BD changed (BD %2%, actual replica mask %3%, Previous replica mask %4%).;clc
clc.CAN_redundancy_of_IMN_changed;1;4;CLC %1% - Redundancia CAN de IMN cambiada  (Dirección CAN %2%, máscara actual de la réplica %3%, máscara previa de la réplica %4%).;clc
clc.CAN_redundancy_of_IMN_changed;5;4;CLC %1% - CAN redundancy of IMN changed (CAN address %2%, actual replica mask %3%, Previous replica mask %4%).;clc
clc.Category_in_internal_message_invalid;1;4;CLC %1% - Categoría %4% en mensaje interno no válida (Origen del mensaje %2%, tipo del mensaje %3%).;clc
clc.Category_in_internal_message_invalid;5;4;CLC %1% - Invalid category %4% in internal message (Message source %2%, message type %3%).;clc
clc.Command_for_inactive_port_received;1;2;CLC %1% - Comando recibido para el puerto %2% inactivo.;clc
clc.Command_for_inactive_port_received;5;2;CLC %1% - Received command for inactive port %2%.;clc
clc.Command_for_inactive_port_received_v3;1;4;CLC %1% - Comando recibido para el puerto %2% inactivo del LC905 con %4%%3%.;clc
clc.Command_for_inactive_port_received_v3;5;4;CLC %1% - Received command for inactive LC905 port %2% with %4%%3%.;clc
clc.CPU_status_DOWN;1;2;El estado de la CPU %2% del CLC %1% ha cambiado a INACTIVA.;clc
clc.CPU_status_DOWN;5;2;CPU %2% of CLC %1% is FAILED.;clc
clc.CPU_status_UP;1;2;El estado de la CPU %2% del CLC %1% ha cambiado a ACTIVA.;clc
clc.CPU_status_UP;5;2;CPU %2% of CLC %1% is ACTIVE.;clc
clc.Duplicated_BD_on_CAN_bus;1;3;CLC %1% - BD %2% Canal %3% - Se ha detectado con el mismo ID más de una BD en el bus CAN.;clc
clc.Duplicated_BD_on_CAN_bus;5;3;CLC %1% - BD %2% Channel %3% - More than one BD on the CAN bus with same ID detected.;clc
clc.Duplicated_BD_on_CAN_bus_v3;1;3;CLC %1% - BD %2% Canal %3% - Demasiadas BDs con la misma dirección en el bus CAN.;clc
clc.Duplicated_BD_on_CAN_bus_v3;5;3;CLC %1% - BD %2% Channel %3% - Too much BDs with same address on CAN bus.;clc
clc.Element_double_set_in_vital_frame;1;2;CLC %1% - Más de un valor del elemento %2% asignado en el mensaje vital.;clc
clc.Element_double_set_in_vital_frame;5;2;CLC %1% - More than one value for element %2% set in vital frame.;clc
clc.Element_for_lc_state_exceeds;1;3;CLC %1% - El Id del elemento PaN %2% está fuera de rango (valor máximo %3%).;clc
clc.Element_for_lc_state_exceeds;5;3;CLC %1% - The Id of LC element %2% is out of range  (max. value %3%).;clc
clc.Element_for_pt_state_exceeds;1;3;CLC %1% - El Id del elemento aguja %2% está fuera de rango (valor máximo %3%).;clc
clc.Element_for_pt_state_exceeds;5;3;CLC %1% - The Id of PT element %2% is out of range (max. value %3%).;clc
clc.Element_for_sg_state_exceeds;1;3;CLC %1% - El Id del elemento señal %2% está fuera de rango (valor máximo %3%).;clc
clc.Element_for_sg_state_exceeds;5;3;CLC %1% - The Id of SG element %2% is out of range (max. value %3%).;clc
clc.Element_number_from_IM_out_of_range;1;3;CLC %1% - Elemento número %3% recibido del IM por con puerto %2% fuera de rango.;clc
clc.Element_number_from_IM_out_of_range;5;3;CLC %1% - Element number %3% from IM out of range by the port %2%.;clc
clc.Element_number_from_NCEC_out_of_range;1;3;CLC %1% - Elemento número %3% recibido del NCEC con el puerto %2% fuera de rango.;clc
clc.Element_number_from_NCEC_out_of_range;5;3;CLC %1% - Element number %3% from NCEC out of range by the port %2%.;clc
clc.Element_with_unexpected_type;1;3;CLC %1% - Tipo de elemento recibido desconocido (tipo %2%, índice %3%).;clc
clc.Element_with_unexpected_type;5;3;CLC %1% - Unknown element type received (type %2%, index %3%).;clc
clc.Error_reading_parsing_sdo_file;1;4;CLC %1% -  BD %2% LEU %3% - Error abriendo el fichero sdo, error número %4%.;clc
clc.Error_reading_parsing_sdo_file;5;4;CLC %1% - BD %2% LEU %3% - Error opening sdo file, errorno %4%.;clc
clc.Failed_open_file_attempt_check_telegram_versio;1;4;CLC %1% - BD %2% Canal %3% - Error abriendo el fichero sdo al intentar verificar la versión del telegrama, error número %4%.;clc
clc.Failed_open_file_attempt_check_telegram_versio;5;4;CLC %1% - BD %2% Channel %3% - Error opening sdo file on attempt to check telegram version, errorno %4%.;clc
clc.Failed_to_open_sdo_file_for_BD;1;4;CLC %1% - BD %2% Canal %3% - Error abriendo el fichero sdo, error número %4%.;clc
clc.Failed_to_open_sdo_file_for_BD;5;4;CLC %1% - BD %2% Channel %3% - Error opening sdo file, errorno %4%.;clc
clc.Fatal_error_system_down;1;3;El CLC %1% se ha detenido por error grave en el fichero "%2%" línea %3%.;clc
clc.Fatal_error_system_down;5;3;CLC %1% down by fatal error on file "%2%" line %3%.;clc
clc.Fatal_error_v3;1;3;CLC %1% - Error grave en el fichero "%2%" línea %3%.;clc
clc.Fatal_error_v3;5;3;CLC %1% - Fatal error on file "%2%" line %3%.;clc
clc.File_access_error_fgets;1;5;CLC %1% - BD %2% Canal %3% - Error verificando el fichero sdo (fgets), info %4%, telegrama número %5%.;clc
clc.File_access_error_fgets;5;5;CLC %1% - BD %2% Channel %3% - Error parsing sdo file (fgets), info %4%, telegram number %5%.;clc
clc.File_access_error_fseek;1;5;CLC %1% - BD %2% Canal %3% - Error verificando el fichero sdo (fseek), errorno %4%, telegrama número %5%.;clc
clc.File_access_error_fseek;5;5;CLC %1% - BD %2% Channel %3% - Error parsing sdo file (fseek), errorno%4%, telegram number %5%.;clc
clc.FILEIO_chB_not_in_read_state_CRC_B;1;1;CLC %1% - El FILEIO del canal B no está en estado de modo lectura  (tipo de mensaje de FILEIO CRC B).;clc
clc.FILEIO_chB_not_in_read_state_CRC_B;5;1;CLC %1% - FILEIO of channel B not in read state (FILEIO message type CRC B).;clc
clc.FILEIO_chB_not_in_read_state_DATA;1;1;CLC %1% - El FILEIO del canal B no está en estado de modo lectura  (tipo de mensaje de FILEIO Datos).;clc
clc.FILEIO_chB_not_in_read_state_DATA;5;1;CLC %1% - FILEIO of channel B not in read state (FILEIO message type Data).;clc
clc.FILEIO_chB_not_in_read_state_READ_COMMAND;1;1;CLC %1% - El FILEIO del canal B no está en estado de modo lectura  (tipo de mensaje de FILEIO Orden de lectura).;clc
clc.FILEIO_chB_not_in_read_state_READ_COMMAND;5;1;CLC %1% - FILEIO of channel B not in read state (FILEIO message type Read command).;clc
clc.FILEIO_chB_not_in_read_state_UNUSED;1;1;CLC %1% - El FILEIO del canal B no está en estado de modo lectura  (tipo de mensaje de FILEIO Sin usar).;clc
clc.FILEIO_chB_not_in_read_state_UNUSED;5;1;CLC %1% - FILEIO of channel B not in read state (FILEIO message type Unused).;clc
clc.FILEIO_chB_not_in_read_state_WRITE_COMMAND;1;1;CLC %1% - El FILEIO del canal B no está en estado de modo lectura  (tipo de mensaje de FILEIO Orden de escritura).;clc
clc.FILEIO_chB_not_in_read_state_WRITE_COMMAND;5;1;CLC %1% - FILEIO of channel B not in read state (FILEIO message type Write command).;clc
clc.FILEIO_chB_not_in_write_state_CRC_B;1;1;CLC %1% - El FILEIO del canal B no está en modo escritura (tipo de FILEIO CRC B).;clc
clc.FILEIO_chB_not_in_write_state_CRC_B;5;1;CLC %1% - FILEIO of channel B not in write state (FILEIO message type CRC B).;clc
clc.FILEIO_chB_not_in_write_state_DATA;1;1;CLC %1% - El FILEIO del canal B no está en modo escritura (tipo de FILEIO Datos).;clc
clc.FILEIO_chB_not_in_write_state_DATA;5;1;CLC %1% - FILEIO of channel B not in write state (FILEIO message type Data).;clc
clc.FILEIO_chB_not_in_write_state_READ_COMMAND;1;1;CLC %1% - El FILEIO del canal B no está en modo escritura (tipo de FILEIO Orden de lectura).;clc
clc.FILEIO_chB_not_in_write_state_READ_COMMAND;5;1;CLC %1% - FILEIO of channel B not in write state (FILEIO message type Read command).;clc
clc.FILEIO_chB_not_in_write_state_UNUSED;1;1;CLC %1% - El FILEIO del canal B no está en modo escritura (tipo de FILEIO Sin usar).;clc
clc.FILEIO_chB_not_in_write_state_UNUSED;5;1;CLC %1% - FILEIO of channel B not in write state (FILEIO message type Unused).;clc
clc.FILEIO_chB_not_in_write_state_WRITE_COMMAND;1;1;CLC %1% - El FILEIO del canal B no está en modo escritura (tipo de FILEIO Orden de escritura).;clc
clc.FILEIO_chB_not_in_write_state_WRITE_COMMAND;5;1;CLC %1% - FILEIO of channel B not in write state (FILEIO message type Write command).;clc
clc.FILEIO_data_not_match_in_both_channels_CRC_B;1;3;CLC %1% - Los datos FILEIO de los canales A y B no casan (Origen del mensaje %2%, tipo del mensaje %3%,  tipo de FILEIO CRC B).;clc
clc.FILEIO_data_not_match_in_both_channels_CRC_B;5;3;CLC %1% - FILEIO data of channel A and B do not match (Message source %2%, message type %3%,  FILEIO message type CRC B).;clc
clc.FILEIO_data_not_match_in_both_channels_DATA;1;3;CLC %1% - Los datos FILEIO de los canales A y B no casan (Origen del mensaje %2%, tipo del mensaje %3%,  tipo de FILEIO Datos).;clc
clc.FILEIO_data_not_match_in_both_channels_DATA;5;3;CLC %1% - FILEIO data of channel A and B do not match (Message source %2%, message type %3%,  FILEIO message type Data).;clc
clc.FILEIO_data_not_match_in_both_channels_READ_COMMAND;1;3;CLC %1% - Los datos FILEIO de los canales A y B no casan (Origen del mensaje %2%, tipo del mensaje %3%,  tipo de FILEIO Orden de lectura).;clc
clc.FILEIO_data_not_match_in_both_channels_READ_COMMAND;5;3;CLC %1% - FILEIO data of channel A and B do not match (Message source %2%, message type %3%,  FILEIO message type Read command).;clc
clc.FILEIO_data_not_match_in_both_channels_UNUSED;1;3;CLC %1% - Los datos FILEIO de los canales A y B no casan (Origen del mensaje %2%, tipo del mensaje %3%,  tipo de FILEIO Sin usar).;clc
clc.FILEIO_data_not_match_in_both_channels_UNUSED;5;3;CLC %1% - FILEIO data of channel A and B do not match (Message source %2%, message type %3%,  FILEIO message type Unused).;clc
clc.FILEIO_data_not_match_in_both_channels_WRITE_COMMAND;1;3;CLC %1% - Los datos FILEIO de los canales A y B no casan (Origen del mensaje %2%, tipo del mensaje %3%,  tipo de FILEIO Orden de escritura).;clc
clc.FILEIO_data_not_match_in_both_channels_WRITE_COMMAND;5;3;CLC %1% - FILEIO data of channel A and B do not match (Message source %2%, message type %3%,  FILEIO message type Write command).;clc
clc.FILEIO_received_message_length_invalid;1;5;CLC %1% - Longitud %3% recibida de mensaje de FILEIO no válida (Longitud esperada %2%, origen del mensaje %5%, tipo del mensaje %4%).;clc
clc.FILEIO_received_message_length_invalid;5;5;CLC %1% - Invalid FILEIO message length %3% received (Expected length %2%, message source %5%, message type %4%).;clc
clc.FILEIO_received_request_id_invalid;1;5;CLC %1% - Identificador de petición %2% de FILEIO recibido no válido (Identificador de petición esperado %3%, origen del mensaje %5%, tipo del mensaje %4%).;clc
clc.FILEIO_received_request_id_invalid;5;5;CLC %1% - Invalid FILEIO request id %2% received (Expected request id %3%, message source %5%, message type %4%).;clc
clc.FILEIO_received_sequence_number_invalid;1;5;CLC %1% - Número de secuencia %2% recibido de mensaje de FILEIO no válido (Número de secuencia esperado %3%, origen del mensaje %5%, tipo del mensaje %4%). ;clc
clc.FILEIO_received_sequence_number_invalid;5;5;CLC %1% - Invalid FILEIO sequence number %2% received (Expected sequence number %3%, message source %5%, message type %4%).;clc
clc.Group_in_LANCOP_fault_notif_telegram_invalid;1;3;CLC %1% - Grupo en telegrama de LANCOP de notificación de fallo de %2%%3% no válido.;clc
clc.Group_in_LANCOP_fault_notif_telegram_invalid;5;3;CLC %1% - Invalid group in LANCOP fault notification telegram from %2%%3%.;clc
clc.IF1b_background_telegram_activation_finish;1;1;CLC %1% - Ha terminado la activación del telegrama de fondo de IF1b.;clc
clc.IF1b_background_telegram_activation_finish;5;1;CLC %1% - IF1b background telegram activation finished.;clc
clc.IF1b_background_telegram_activation_forbidden;1;1;CLC %1% - La activación del telegrama de fondo de IF1b no está permitida.;clc
clc.IF1b_background_telegram_activation_forbidden;5;1;CLC %1% - IF1b background telegram activation not allowed.;clc
clc.IF1b_background_telegram_activation_running;1;1;CLC %1% - La activación del telegrama de fondo de IF1b está en curso.;clc
clc.IF1b_background_telegram_activation_running;5;1;CLC %1% - IF1b background telegram activation already running.;clc
clc.IF1b_background_telegram_activation_start;1;1;CLC %1% - Ha comenzado la activación del telegrama de fondo de IF1b.;clc
clc.IF1b_background_telegram_activation_start;5;1;CLC %1% - IF1b background telegram activation started.;clc
clc.IF1b_background_telegram_cancellation_finish;1;1;CLC %1% - Ha terminado la cancelación del telegrama de fondo de IF1b.;clc
clc.IF1b_background_telegram_cancellation_finish;5;1;CLC %1% - IF1b background telegram cancellation finished.;clc
clc.IF1b_background_telegram_cancellation_forbidden;1;1;CLC %1% - La cancelación del telegrama de fondo de IF1b no está permitida.;clc
clc.IF1b_background_telegram_cancellation_forbidden;5;1;CLC %1% - IF1b background telegram cancellation not allowed.;clc
clc.IF1b_background_telegram_cancellation_running;1;1;CLC %1% - La cancelación del telegrama de fondo de IF1b está en curso.;clc
clc.IF1b_background_telegram_cancellation_running;5;1;CLC %1% - IF1b background telegram cancellation already running.;clc
clc.IF1b_background_telegram_cancellation_start;1;1;CLC %1% - Ha comenzado la cancelación del telegrama de fondo de IF1b.;clc
clc.IF1b_background_telegram_cancellation_start;5;1;CLC %1% - IF1b background telegram cancellation started.;clc
clc.IF1b_background_telegram_update_finish;1;1;CLC %1% - Ha terminado la actualización del telegrama de fondo de IF1b.;clc
clc.IF1b_background_telegram_update_finish;5;1;CLC %1% - IF1b background telegram update finished.;clc
clc.IF1b_background_telegram_update_running;1;1;CLC %1% - La actualización del telegrama de fondo de IF1b está en curso.;clc
clc.IF1b_background_telegram_update_running;5;1;CLC %1% - IF1b background telegram update already running.;clc
clc.IF1b_background_telegram_update_start;1;1;CLC %1% - Ha comenzado la actualización del telegrama de fondo de IF1b.;clc
clc.IF1b_background_telegram_update_start;5;1;CLC %1% - IF1b background telegram update started.;clc
